title,review,review_date,travel_date,airline,rate
This airline are theiving jokers. Don't get ripped off!,I have been charged twice for the same flight having booked online. The 'help' line number is never picked up and emails to 'info@us-banglaairlines.com' go unanswered. Don't make the same mistake as me - choose a different airline.,"Reviewed March 22, 2017 ",Date of travel: January 2017,US_Bangla_Airlines,1 of 5 bubbles
Though very new in the business I always appreciated their overall services,Flight was on time. Crew members are well behaved. Service was good though it was a very short flight.,"Reviewed March 14, 2017 ",Date of travel: March 2017,US_Bangla_Airlines,4 of 5 bubbles
Disgraceful Experience from Top Reputed Airlines Of Bangladesh,I always love to travel with Us-Bangla. But this time bitter experience happened. They provide me seat No 29E & 29F first . But Aircraft hold only 28 rows. Then they provide 8E & 8F which was also occupied with other passengers.we have to stand minimum 15 minutes to settle this on aircraft passage.Then after all the passenger boarded they provide 2 seat with different places. totally unexpected behavior from an international airlines. Moreover flight was delayed for 35 minutes.,"Reviewed February 27, 2017 ",Date of travel: February 2017,US_Bangla_Airlines,2 of 5 bubbles
Better than the rest in Bd,"Good service, on time flights. But they need to be a little bit more child friendly. Competitive pricing...","Reviewed January 25, 2017 ",Date of travel: December 2016,US_Bangla_Airlines,4 of 5 bubbles
Best Private Airline of Bangladesh,They maintain professional behavior in each flight. I've traveled for more than 30 times with US-Bangla since 2014 within Bangladesh. I also traveled Dhaka-Kathmandu-Dhaka with them on July 2016. Right now in my opinion they are the best private airline in Bangladesh. I would like to recommend it highly for domestic flights within Bangladesh.,"Reviewed January 17, 2017 ",Date of travel: December 2016,US_Bangla_Airlines,4 of 5 bubbles
Best Domestic Airlines,I have travel with my family . Flight was on time.flight food was good. The flight attendant was slimy and helpful.Overall service of this airlines is very. Certainly i will fly with US-Bangla next time also.,"Reviewed January 3, 2017 ",Date of travel: December 2016,US_Bangla_Airlines,4 of 5 bubbles
Good,Small dash 8 plane with basic comfort and basic food service. good for a small an hour trip with good safety and clean inner environment. The staffs are very friendly,"Reviewed December 14, 2016 ",Date of travel: August 2016,US_Bangla_Airlines,4 of 5 bubbles
Its a bluff!!!!!!,"They demand that they have never delayed a flight. Yet today my flight is delayed for an hour. And the best part is they haven't bothered to send notification to the passengers regarding the delay. Once used to be a great airways, started its fall. ","Reviewed December 13, 2016 ",Date of travel: December 2016,US_Bangla_Airlines,1 of 5 bubbles
Good,Good in flight service and they maintain time schedule. Take off and landing is good. They deliver baggage in very short time.,"Reviewed November 16, 2016 ",Date of travel: March 2016,US_Bangla_Airlines,4 of 5 bubbles
"Barisal, by air!!",It's amazing that you are flying to Barisal! Most people go by Launch/Steamer. It's safe and comfortable. Flight is almost empty. It's on time. Service is good. But baggage collection in Barisal terminal is clumsy.,"Reviewed November 11, 2016 ",Date of travel: November 2016,US_Bangla_Airlines,3 of 5 bubbles
"Luxary,comfort,hospitality&safety equal to US Bangla!","US Bangla makes flying enjoyable,comfortable,cost-effective,easy & memorable. All of their staffs including the cabin crews are so nice & helpful. They took special care of my 1 year old little angel..it matters me a lot!","Reviewed November 10, 2016 ",Date of travel: November 2016,US_Bangla_Airlines,5 of 5 bubbles
Sincere Crews and Efficient Service,"With all those technical and budget limitations on board, the sales, crews and ground handling staffs are really sincere and helpful. And of course, the cleanliness.","Reviewed November 4, 2016 ",Date of travel: October 2016,US_Bangla_Airlines,3 of 5 bubbles
Very disappointing,"The company needs a LOT of work to improve. I bought 2 tickets using my card and had to cancel one of the tickets as my friend was unable to travel with me. The company Support Line is nearly impossible to get to and once I did get through,they asked me to go to their office to pick up the money. So I did, during my lunch hour. (Side note, the guard outside the office was bullying a street dog WITH A STICK and once I protested he started yelling at me. I complained to the customer service people about him but of course I do not believe that he was reprimanded as they found the entire thing to be quite funny).Anyways, it turned out that my entire trip to the office was a waste of time as they refund card transactions ONLY through online transfers, which is fine, EXCEPT THEY DID NOT TELL ME THIS ON THE PHONE. So I followed their protocol, sent an email requesting a refund and called them to check that they did indeed receive my email. They replied saying that my money will be refunded in 10-15 working days. This was August 2016 (Today is September 28, 2016- just to clarify). I am still to receive this refund and when I called to follow up, (AGAIN, TERRIBLY DIFFICULT TO GET THROUGH) they gave me 3 different numbers to call. After going round in this circle, I finally was able to get through to someone who offered to help. He then said that the company never received my email. When I told him of my confirmation email, his response was, ""Oh right.... Um. Sorry madam your request seems to have been overlooked. We will attend to it immediately"". This was a 10 days back. The flight itself leaves a lot to be desired (I've rated it below) but I shouldn't expect too much from a budget airline. Perhaps look into better check-in and boarding services though, that was miserable.","Reviewed September 27, 2016 ",Date of travel: September 2016,US_Bangla_Airlines,2 of 5 bubbles
One of the best airline of Bangladesh,The food they serve in domestic travels are delicious. The flights are always in time. The Crew are professional and friendly.,"Reviewed September 4, 2016 ",Date of travel: February 2016,US_Bangla_Airlines,4 of 5 bubbles
Comfortable experience,U.S. bangla is providing good customer service and its very clean. the seats are comfortable and engin is really fast. AC was working properly. I loved the experience.,"Reviewed August 18, 2016 ",Date of travel: April 2016,US_Bangla_Airlines,5 of 5 bubbles
Good,"Though they are not that much old in terms of running this business, but I must say the service I experienced was really good. Staffs are attentive and amicable.","Reviewed August 16, 2016 ",Date of travel: October 2015,US_Bangla_Airlines,4 of 5 bubbles
Never on time,I could have driven home faster then I got home with this airline; everything was a delay from the time I walked in the door and they lost my luggage and they acted like they did not care,"Reviewed August 12, 2016 ",Date of travel: September 2015,US_Bangla_Airlines,2 of 5 bubbles
World class service,This is a new passenger carrier but filled with expert crew and staffs. the plane is also very good. overall this is a very good professional team combination.,"Reviewed August 4, 2016 ",Date of travel: September 2015,US_Bangla_Airlines,5 of 5 bubbles
Good!!,"I traveled twice with them. It was less 30 minutes flight. They served some refreshment just after the take off. It was. But the flight was delayed more than two hours which they didn't inform earlier. As it was on the day of ""Akheri Munajat"" of Biswa Ijtema so it was expected.","Reviewed August 4, 2016 ",Date of travel: January 2016,US_Bangla_Airlines,3 of 5 bubbles
First Time in Plane.,I was enthralled by the very idea of boarding an airplane. I wanted to meet my air-hostess. She was very energetic and kind just like they show in the movies. I fought for the window seat but barely enjoyed the view. I was petrified when the flight took off. My ears remained blocked for a while.,"Reviewed August 4, 2016 ",Date of travel: July 2016,US_Bangla_Airlines,5 of 5 bubbles
"Good airlines already ,but improved service in future will be nice .","Most people currently avoid their journey by bus on their way to coxbazar , just to avoid the hassle mixed up with traffic jam . I did choose the same . US Bangla didn't keep me waiting for boarding . It does not take more than 40 minutes to reach coxsbazar from dhaka , so i was not expecting any in flight entertainment but the refreshing item (!) and snacks (!) served by them could have been better . Its fair not to serve anything at all than to serve poor quality items . The fare as well as their service is satisfactory . They have regular flights everyday to coxbazar , but you need to knock your travel agency earlier to grab a hold of a ticket as because a lot of people are traveling by air these days . ","Reviewed August 3, 2016 ",Date of travel: January 2016,US_Bangla_Airlines,3 of 5 bubbles
Regent Airways of Bangladesh provides poor quality in flight services,"It was 1st January 2020 , so we were expecting at least a flower or a nominal new year gift to kids or even a New year wish .Like their poor quality of food , no amusement in flight they simply ignored to greet passengers even.","Reviewed January 15, 2020 ",Date of travel: December 2019,Regent_Airways,2 of 5 bubbles
DAC SIN and SIN DAC travel was terrible,"In flight service was too poor, food was really poor and uncomfortable.On the way back from Singapore it was 1st January NEW YEAR day but we didnt get even a small flower from them. No in flight entertainment was present though they offered WIFI to inflight entertainment. Shame on them. They should learn good things.","Reviewed January 6, 2020 ",Date of travel: December 2019,Regent_Airways,2 of 5 bubbles
A Reasonable flight,Regent Airways is Bangladeshi private airlines serving domestic and regional destinations mostly with Bowing 737-800 air crafts. This seems the best option among the Bangladeshi private airlines.,"Reviewed December 9, 2019 ",Date of travel: December 2019,Regent_Airways,3 of 5 bubbles
Short flight,"Considering it is a small airline, it is a comfortable plane to journey in. The male flight attendant was very friendly and genuinely had a smile on his face. Cannot fault the service although the lady behind the counter when checking in was not pleasant. She needs to take lessons from the flight attendant......","Reviewed October 21, 2019 ",Date of travel: October 2019,Regent_Airways,4 of 5 bubbles
Poor Hospitality,"Due to my work, I'm a frequent flyer of this route (DHK-COX-DHK). Day by day their air crafts are getting old. Due to lack of proper maintenance and cleanliness, all the seat inside the aircraft is becoming damaged. They even don't bother to clean inside the aircraft before boarding passengers from Cox's Bazar. You can find all the trashes made by the passengers of the last flight surrounding your seat. Their in-flight meal is the most unsatisfactory meal I had in any aircraft. The meal they provide is 01 Plane cake, 01 Chess sandwich and 01 bottle of mineral water. For the last 01 year, they are providing the same menu to all domestic flights. Even I got the same menu in their Kolkata flight also. Their packing quality also looks so cheap, which is a very cheap looking plastic cover. They used to provide ""Fresh"" mineral water, but for the last couple of months, they are providing the mineral water of ""PRAN"" which doesn't go with the brand image of REGENT Airways. As one of the leading Airlines of Bangladesh they should take care of the above issues ASAP.","Reviewed September 11, 2019 ",Date of travel: August 2019,Regent_Airways,2 of 5 bubbles
Long delayed flight gets boarded even later,Waking up in they morning with a cup of coffee to see a text saying your flight will be departing at 6:30pm instead of 3:30pm. After arriving at the airport i decided to see if there was an earlier flight we could catch. So we got the 6pm one. The boarding happened 15 minutes after departure time.,"Reviewed September 2, 2019 ",Date of travel: September 2019,Regent_Airways,3 of 5 bubbles
Flight delayed,Regent airways is the most poorest airlines in Bangladesh. It’s making us delayed more that 20 hours in Singapore to Dhaka flight RX785D on 28th Aug. We are still waiting in the lounge and they couldn’t able to confirm the flight schedule. Just dragging and dragging. Strongly recommending to skip regent airways....,"Reviewed August 28, 2019 ",Date of travel: August 2019,Regent_Airways,1 of 5 bubbles
Early Flight,The flight was boarded early. The plane was a 737-700 manufactured in Washington. The cabin crew were friendly. The seats were comfortable. The plane didn't fly to high and didn't have any turbulence. So it was an overall good flight.,"Reviewed August 27, 2019 ",Date of travel: August 2019,Regent_Airways,4 of 5 bubbles
"Old aircraft in not so clean condition with air crew need to learn about service., not walk around with hands in pocket","- Aircraft is an old one but not that clean inside. - AIr con was poor until we were fully airborne- air cabin crew are young but not trained properly. One tall handsome lad (name starts with M..) cabin crew was walking with hands in his pocket which is not what one is used to seeing. No service mentality in his attitude. I asked for a blanket which he promised to give later but never happened. Another crew later gave me when I asked. - Food was so so with lots of rice (my Filipino friends will love)- I have also seen duck tape is used on another domestic flight of same airline - when we were leaving the aircraft no one was saying us good bye, quite strange- Regent should employ some trainers from SIA for a short course on customer service.. - I wish the airlines all the best","Reviewed August 22, 2019 ",Date of travel: August 2019,Regent_Airways,2 of 5 bubbles
Poor air conditioning ,"Traveled several times and found the same problem again and again. At first flight didn’t noticed, but now after several flying experiences it seems the company really need to work on air conditioning of their aircraft if they don’t want to loose passengers in this competitive market, rests are ok. Good luck Regent Airways.","Reviewed August 13, 2019 ",Date of travel: August 2019,Regent_Airways,3 of 5 bubbles
Very Good Flight Experience Which Meets My Mid-Level Expectations,It was a very Good Flight Experience Which Meets My Mid-Level Expectations. It was a 40 minutes short flight experience which was very good and which meets my mid level expectations.,"Reviewed July 9, 2019 ",Date of travel: July 2019,Regent_Airways,4 of 5 bubbles
First time,"First time in international route in any Bangladeshi private airlines. Schedule, service and food are average. AC is not properly working. Need more cleanliness. Who needs snacks in 45 minutes flight? Only water is enough.","Reviewed July 9, 2019 ",Date of travel: June 2019,Regent_Airways,3 of 5 bubbles
No AC on flight,"This was my first flying with a local non goverment airlines. Usually i don't prefer taking bangladeshi non government flight as their reputation isn't good. But I had to take this flight bcz of the scheduling. Their flight from Dhaka leaves at 10.30 am and returns from kolkata at 3.30 pm which is a perfect time to return as the hotel check out time is at 12 pm around the globe. So on our way to Kolkata we boarded the plane 20 minutes before take off, as I have a baby and a wheel chair passenger, we were the last few passengers who boarded the plane but after we get in, we started to feel the heat inside the aircraft. Passengers who boarded 20-30 minutes before us were like boiled already. Everyone was complaining, they were shouting at the cabin crew to switch the AC on. Actually the AC was on, but these are leased aircraft which are 17-18 years old, they don't maintain the aircrafts properly, the consequences is this. Same happened on our way back, same registered aircraft. Passengers were complaining, yawning but they seem to hear any of the passengers and being absolutely careless. Other than that, regent always maintain their schedule, both our flights was time. Served a decent amount of snack even though it was only a 30 minute flight. I would have chosen this flight again but just bcz of the situation due to the AC, i would never fly with regent again.","Reviewed July 5, 2019 ",Date of travel: July 2019,Regent_Airways,2 of 5 bubbles
Better than expected!,"This was my first time flying Regent Air. I was a bit skeptical at first, but I was pleasantly surprised. The flight was delayed, which was annoying, but that's more of an airport coordination issue than the airways itself. The crew were friendly, courteous, and efficient. The flight was smooth. It would have been better if buses and stairs did not have to be used as it is difficult for elderly passengers and those with limited mobility.","Reviewed June 21, 2019 ",Date of travel: June 2019,Regent_Airways,4 of 5 bubbles
Smooth flight ,The plane was on time and the pilots tried their best to avoid bad weather. The take off was fast as well as the landing. The in flight service was pleasant. The flight finished rather fast. You will also enjoy the flight.,"Reviewed June 15, 2019 ",Date of travel: June 2019,Regent_Airways,4 of 5 bubbles
Bargain for money,You will be lucky enough if your fleet is Boeing 737 rather Bombardier dash 8. I had flight twice with Dash 8 aircraft and I faced awfully HOT on board. Hope they have repaired it. But Overall:Flight schedule is a bit shaky often. Flight is goodCrews are really goodFood is averageInflight entertainment is poorBut worthy for budget.,"Reviewed April 23, 2019 ",Date of travel: September 2018,Regent_Airways,4 of 5 bubbles
Chittagong-Dhaka,"Took a return flight one day after I arrived Chittagong.My DAC-CGP report this already here.On return trip, Boarding was smooth as no buses required, we just walked to the plane.Flight was on time, everything worked perfectly, we landed on time, baggage arrived shortly there after. Regent staff came to Eastern bank lounge to call us for boarding, which was nice, so no need to wait in common waiting area.Good crew, great ground service.Will use again.Regent use jet plane, think airbus A320, so flight is shorter and smoother compared to Novoair.Great job, Regent....","Reviewed March 27, 2019 ",Date of travel: March 2019,Regent_Airways,5 of 5 bubbles
dhaka-chittagong,"Price: reasonableGround experience: Staff came and picked my luggage from the security belt promptly and brought to the counter, check in took 2 minutes, boarding pass issues, all with great courtesy and efficiency.Waiting: no access to lounge, so I waited in regular waiting area of domestic airport, it is warm, noisy, dusty, terrible, nothing to do with airlines.Departure: flight was delayed 30 min, then end up taking off one hour behind schedule. lot of congestion of buses at departure gate, transporting passengers to aircraft. some were trying so hard to get on a car for the 2 min drive to aircraft, it's hilarious. If given options, I would have walked to the aircraft, faster, and some exercise, which rich Bangladeshis hate to do and all has big tummy as a result. Boarding was delayed due to bus transport and also because of a sick passenger who can't walk. Regent upgraded the passenger to business class, good job Regent.Aircraft: much newer than the one I used several years ago for SIN-DAC flights.Crew: Nice, greeted me, was helpful.Food: Standard snack box handed out with a bottle of water, it has a cheese sandwich and cake, enough for 30 min flight. Some people complained about heat inside the aircraft till take off, I felt the same. But next day, when I took Singapore Airlines flight back to Singapore, they did the same, turning on AC only after take off.AT CGP: thank God, we were allowed to walk to the terminal, luggage came with in few minutes.Overall: ok for the price, pilot and ground apologised for the delay several time. Will use again.","Reviewed March 27, 2019 ",Date of travel: March 2019,Regent_Airways,4 of 5 bubbles
Felt neglected,"The flight was delayed by more than an hour. There was barely any communication from the staff about what was happening, felt somewhat lost while trying to figure out how long it would take before we knew something about the flight!","Reviewed March 24, 2019 ",Date of travel: March 2019,Regent_Airways,2 of 5 bubbles
Owner of the Regent airways must be punished.,"It was 19 March 2019, I was returning from Chittagong to Dhaka by Regent airways. Flight was scheduled to depart at 4.35 pm. But it was 50 minutes late. The owner of the Regent airways was late and that is why, all the passengers of the airline had to suffer!! He might be the owner of the plan but he dose not have the right to out us sufferings! This is so disgusting ……….. they are not at all professional in their business. No caring, no services for the valued passengers! Stupid people have got money and involved in the business. They don’t have minimum curtesy even. Flight captain Shariar is a liar; was trying his best to cover up their faults and given threating the passengers of the aircraft.","Reviewed March 20, 2019 ",Date of travel: March 2019,Regent_Airways,1 of 5 bubbles
Dhaka to Chittagong,The cabin crew will welcome you with a warm smile on the plane and will help you readily. There service is upto the standard. Though there are a few delays they cover it up with speed.,"Reviewed March 9, 2019 ",Date of travel: February 2019,Regent_Airways,4 of 5 bubbles
Good Experience with Regent Flight,Flight attendants or cabin crews were friendly and cordial. The flying hour is short. Their service at domestic routes is good as well. Traveled from Dhaka Shahjalal International Airport to Kolkata. It's a value for money as well.,"Reviewed February 26, 2019 ",Date of travel: January 2019,Regent_Airways,5 of 5 bubbles
Only flight operates from Chittagong,Stuffs are friendly. Flying hours is short. That's the same aircraft which they serve in domestic route as well.From Chittagong its an only option. Nothing much to say.The amount of food they provide is good enough. It's a value for money too.,"Reviewed February 7, 2019 ",Date of travel: February 2019,Regent_Airways,3 of 5 bubbles
frequent flight,"i have frequent flight with regent air for official purpose to CXB, interior of the plane is good as well as enough leg space, schedule is poor and food is moderate but ticket cost is value for money","Reviewed February 4, 2019 ",Date of travel: September 2018,Regent_Airways,4 of 5 bubbles
It was a good experience with Regent flight.,I would like to fly again with Regent. I was very much satisfied with their service. Wish Regent all the best. Keep up with this.,"Reviewed December 31, 2018 ",Date of travel: March 2018,Regent_Airways,4 of 5 bubbles
Always Late,I have traveled with this airlines for 3 times in the same destination with this same airlines and found the same bad timing of it . they are always late and the review from the other passengers are also same . But it is good from the bad from Bangladesh .,"Reviewed December 18, 2018 ",Date of travel: October 2018,Regent_Airways,3 of 5 bubbles
Acceptable ,"Pretty decent airline. Early morning flight from Singapore means that I will arrive in Dhaka before the mad traffic begins, which is good. Pleasantly surprised with the meals served, quite good. However the cabin crew was quite rude and I think with proper training in customer service and professionalism they will do just fine.","Reviewed December 15, 2018 ",Date of travel: December 2018,Regent_Airways,3 of 5 bubbles
Delayed flight ,Was returning to Dhaka after business meeting. The flight was delayed a bit . Otherwise was a good flight ,"Reviewed October 24, 2018 ",Date of travel: October 2018,Regent_Airways,3 of 5 bubbles
Good flight ,Was on a business day trip from Dhaka to Chittagong. Was well organized and landed as scheduled. Good flight ,"Reviewed October 24, 2018 ",Date of travel: October 2018,Regent_Airways,4 of 5 bubbles
Why To Choose Regent,There Flight Crew And All the things are Very satisfied for me. And if you compare Price with other Air industries It's quite a cheap Option.,"Reviewed October 13, 2018 ",Date of travel: October 2018,Regent_Airways,5 of 5 bubbles
Satisfactory experience ,Whenever we fly to chittagong it's through regent only. This time we flew with an infant. Overall experience was decent. While travelling with an infant usually experience extra care from other airlines. Here I had remind them multiple times to provide seat belt for my infant. If I didn't have prior flying experience with infant it would have been unsafe flying experience. ,"Reviewed October 8, 2018 ",Date of travel: October 2018,Regent_Airways,4 of 5 bubbles
Good Flight,Recently I took a short flight from Dhaka to Kolkata by Regent Airways.The staffs both in ground and on flight are nice and gentle people and coperative.It was Boeing 737 possibly but I wonder why don't they sell business class tickets for this route. I have no idea for their other flights.I think they should actively consider opening business class for such flights.,"Reviewed September 30, 2018 ",Date of travel: September 2018,Regent_Airways,4 of 5 bubbles
Budget airline,Compared to the price the service is good. Flights are on time and the crews are professional and well behaved. Complementary in flights are ok and the aircraft is well mentained. The only problem I feel is the ac is not working perfectly and it feels hot inside.,"Reviewed September 23, 2018 ",Date of travel: October 2017,Regent_Airways,3 of 5 bubbles
"They are Cheap, they are Average","It was on April 2017 we went to Kathmandu by Regent Airways. Regent is perhaps the cheapest airlines company of Bangladesh, both for domestic and international flights. They are cheap and so we didn't expect much.The Cabin Crews are ok. No in flight entertainment. Meal is ok. Take off and landing is ok.","Reviewed September 19, 2018 ",Date of travel: April 2018,Regent_Airways,3 of 5 bubbles
Short distance bigger aircraft ,"Comfortable journey for a short air time due to the bigger aircraft, unlike other operators who deploys smaller aircrafts which sometimes results in bumpy flights & leg cramps due to insufficient leg space. But Regent's refreshments are terrible. ","Reviewed September 19, 2018 ",Date of travel: September 2018,Regent_Airways,4 of 5 bubbles
Regent a Bangladeshi private airliner,"Regent Airways is a private Bangladeshi airlines which serves a few international destinations like Singapore, Bangkok, Doha, Kathmandu, Kolkata etc. Their fleet comprises of B737 and Dash-8 air crafts.","Reviewed September 18, 2018 ",Date of travel: July 2018,Regent_Airways,3 of 5 bubbles
Cordial and professional staff,Cabins are neat and clean.Staffs were cordial and patient.Handle all the crowdy passengers professionally,"Reviewed September 18, 2018 ",Date of travel: November 2017,Regent_Airways,4 of 5 bubbles
It was a return flight and crews helped me,"As per my earlier review rest was the same. However, one of my team mate drank insensibly and got severely drank. The crews of regent cooperated with me well to bring him back to Bangladesh safely.","Reviewed July 31, 2018 ",Date of travel: January 2018,Regent_Airways,5 of 5 bubbles
It was a okay flight compared to the price paid,It was an okay flight. Nothing special to mention about. The only good thing was the timing as it did not clash with my office hours.The food portion size should increase. For credit card holders a tip would be to have a good meal before getting on board.,"Reviewed July 31, 2018 ",Date of travel: December 2017,Regent_Airways,3 of 5 bubbles
Best Domestic Airways in Bangladesh,Regent airways is one of the best domestic airways in Bangladesh. Flights are very clean. Flights are on time,"Reviewed July 14, 2018 ",Date of travel: August 2017,Regent_Airways,4 of 5 bubbles
Worst service,It’s very tough to say negative comment about this airlines because it’s my own country’s airlines representing my country. Although it’s not govt airlines. It’s private. Their air conditioning is awful. Inside is hot and suffocating. Surprisingly they have no ice with coke. Not even chilled weather. Just because of flight time for Singapore is very good that’s why I think people chose it.,"Reviewed July 12, 2018 ",Date of travel: June 2018,Regent_Airways,1 of 5 bubbles
Gave me confidence,"We traveled on April 26 just after the Nepal accident. There was 20 of us and we were very confused whether to cancel our trip. However, the Pilot was very expert and flight was very smooth. We got confidence and recommend other as well.","Reviewed July 11, 2018 ",Date of travel: April 2018,Regent_Airways,5 of 5 bubbles
Within a very short time I've got the best service from Regent!,I was in hurry! I've to come back to Dhaka for a very urgent reason! The flight is on - On time. I've got the best seat. An window front seat.,"Reviewed July 11, 2018 ",Date of travel: January 2018,Regent_Airways,5 of 5 bubbles
Average Standard,Was the first time flying in regent airways and had a average experience. Aircraft was a b737-700 and flight toke off on time and also landed at time. Take off and landing wasn't that smooth and seats were congested. many seats were not reclining properly.Food was average.Due to Ramadan they served cheese sandwich.Overall the flight was smooth amidst the rainy monsoon weather.,"Reviewed June 15, 2018 ",Date of travel: June 2018,Regent_Airways,3 of 5 bubbles
Supposed to be my flight is yesterday at 2:30am but I'm still in Doha Airport waiting for the flight.16 hour waiting,Supposed to be my flight is yesterday at 2:30am but I'm still in Doha Airport waiting for the flight.16 hour waiting without reason and I hate this flight and also this company because this is my first time experience.. We all are attend at correct time but regarding flight is delayed that's not our problem this is holy month of Ramadan and we had fasting but no one is providing even one bottle of water to keep or break our fast I'm really so upset this is my fast and last travel with Bangladeshi flight because they all are same even in future i will not recommend any one do not choose... Well at least provide some food or water.. For fasting.. Now they given time 16 hours.. But not sure... Let me see if is not then wait for my new review and I'm sure that will be different language ,"Reviewed June 9, 2018 ",Date of travel: June 2018,Regent_Airways,1 of 5 bubbles
Average,"though the plane was enough large, I felt a little congested inside. their sits are not so comfortable. but overall it was average.","Reviewed May 27, 2018 ",Date of travel: April 2018,Regent_Airways,3 of 5 bubbles
Good Piloting and smooth flying,Their flying altitude is good for traveling. Normally I do not feel any jerking or turbulence. Good behavior shown by the cabin crew,"Reviewed May 21, 2018 ",Date of travel: April 2018,Regent_Airways,4 of 5 bubbles
Expectation fulfilled,"Right after we confirmed our booking and paid for the trip, the horrific accident happened in Kathmandu airport with US Bangla flight. As i was travelling with my full family, wanted to cancel the trip many times but finally had the courage to travel on March 26, 2018. The flight was on time both ways and their customer service was also very good. But they still have a lot of room to improve regarding their seats and in flight services.","Reviewed May 7, 2018 ",Date of travel: March 2018,Regent_Airways,3 of 5 bubbles
Excellent service!,"Regent airways is a private airline of Bangladesh with its main hub at hazmat shahjalal international airport Dhaka and secedary hub at Chittagong airport. Although the airline currently serves to regional routes across South Asia, the service is praise worthy and competitive to other airlines.To begin with, the cabin crew are amiable and are easily approachable and professional at the same time. Moreover, the food on economy class is adequate and flavourful as well.The pilots are highly skilled and makes you feel you are at safe hands! To end my review, this airline is passionate about serving its passengers and has earned my respect.I firmly believe regent airways will one day make the Bangladesh aviation scene proud and will carry forward the name of our beloved country bangladesh, Go regent become diligent!","Reviewed May 3, 2018 ",Date of travel: June 2017,Regent_Airways,4 of 5 bubbles
Historical Journey,"On 29 April We were travelling from Dhaka to Saidpur. Due to bad weather we had to start late. The captain informed us that the flight route changed 3/4 times, due to bad weather the flight took Rajshahi route then it crossed border towards kolkata then entered Bangladesh through South Dinajpur. Finally landed to Saidpur safely. Would like to thank Captain and his team for the professionalism they showed.","Reviewed May 2, 2018 ",Date of travel: April 2018,Regent_Airways,4 of 5 bubbles
Another shoddy experience flying Regent,"Regent's managed to do it again -- another late flight without any rational explanation (the boarding agent tried to explain ""the weather in Dhaka is not so good,"" while Google tells me it's 78 degrees there and partially cloudy; the more likely explanation is that either the pilot overslept or they've held the plane because some upper-middle class family with a friend in the Regent office is running late).When I first arrived in Bangladesh six years ago, Regent used to be exceptionally reliable with both domestic and international flights, a welcome change from the wholly indifferent customer service of Bangladeshi airlines like Biman. In the past three years, whether through a change in management or just someone in charge allowing things to go steadily downhill, I have just come to expect 30 - 60 minute delays for 45-minute long domestic flights and an hour or more for international flights. My three hour flight to Bangkok today is now approaching two hours of delays with no announcements and likely no justifiable reason.","Reviewed April 28, 2018 ",Date of travel: April 2018,Regent_Airways,2 of 5 bubbles
Always Late,"Both times the flight was late, air con was off, extremely hot. food was unhygenic. ground staff was ok, better legroom than other domestic flights. but air con was not on until we flew in the iar. which was nearly 1 hour in the runway.","Reviewed April 23, 2018 ",Date of travel: April 2018,Regent_Airways,3 of 5 bubbles
"Never on time, Poor customer experience","This was my 2nd time with Regent (1st time was domestic Dhaka -Coxs Bazar). And it made delay again. Any airlines can have delay, but it seemed to be a regular case for Regent and the staffs were not bothered by the delay. They are very rude and suggesting ""please complain to the management""! What the heck!!While coming from kathmandu, we were informed the airport that the flight would be delayed for 5hr. While flying from Dhaka to Coxs Bazar, the flight was delayed for 3hr.","Reviewed April 10, 2018 ",Date of travel: December 2017,Regent_Airways,3 of 5 bubbles
Returning Bangladesh by Regent,Over all it was fine. The authority could not manage the luggage timely which costed 30 mins delay to start from Bangkok to Dhaka. There was 40 mins break at Chittagong International Airport. Their in flight service was good but they could increase the no of cabin crew. I would like to thank the airline authority and off course suggest other to board on Regent airlines.,"Reviewed April 7, 2018 ",Date of travel: April 2018,Regent_Airways,4 of 5 bubbles
Better then US Bangla and Bangladesh Biman,Service better then other operators running on this route. But during return they took us 40 minutes waiting on CCU and AC was not running due to ground connection problem.,"Reviewed March 19, 2018 ",Date of travel: March 2018,Regent_Airways,4 of 5 bubbles
